2,2,43568076
0,0,20653662
1,1,33656480
1,1,32005156
1,1,37917376
3,3,43133013
3,3,36495372
1,1,36313515
0,0,32989451
1,1,29449604
1,1,41967943
1,1,37676215
1,1,28965340
0,0,32698886
2,2,49824947
0,0,30356725
1,1,32514225
1,1,36991648
2,2,27139240
0,0,25537098
1,1,35549937
2,2,33398398
2,2,22537415
1,1,29804696
2,2,31381602
2,2,24688547
3,3,43292285
1,1,31105294
2,2,30900025
0,0,19942621
1,1,36941032
0,0,25443998
1,1,30839513
2,2,34268656
2,2,33284925
0,0,30290294
0,0,29923334
2,1,33591430
2,1,35791511
0,0,32920497
1,1,33204470
2,2,36190588
0,0,39661813
2,2,29534887
0,0,33122190
2,2,28363312
1,1,39204643
1,1,39278905
0,0,28337400
2,2,37796000
