1,1,19475196
1,1,24674393
0,0,18569368
0,0,15126330
0,0,24504448
1,1,24886832
1,1,26787692
1,1,29682753
0,0,31051920
0,0,14519350
1,1,26142621
0,0,22390784
0,0,19998263
1,1,25966438
0,0,22779098
1,1,21006209
1,1,20526191
1,1,21345675
1,1,25825415
1,1,23883007
0,0,22134399
0,0,18715681
1,1,25549738
1,1,20534644
0,0,25031441
1,1,21986828
0,0,19684057
0,0,21482702
0,0,22868809
1,1,26150107
0,0,19212669
1,1,25640603
0,0,20590231
1,1,28888574
1,1,23019688
0,0,21141925
0,0,20569426
0,0,18278742
1,1,20862926
0,0,24993287
2,2,26488573
0,0,20698320
0,0,20698705
0,0,20679617
1,1,21735187
0,0,20523709
2,2,23940372
1,1,26355115
0,0,19841023
1,1,18397267
1,1,22536006
0,0,15263125
1,1,19413095
0,0,20678507
1,1,21367593
1,1,21783129
2,2,23465874
1,1,22259106
0,0,25950198
0,0,25515552
0,0,22768741
1,1,19431753
1,1,23492676
0,0,28226635
0,0,22332165
0,0,17497720
0,0,20264423
0,0,27210960
2,2,23985655
0,0,16194475
0,0,22953395
1,1,22901986
1,1,18498905
1,1,25799863
2,2,21762745
0,0,17262182
0,0,24139827
0,0,23332288
1,1,24876415
0,0,15246431
0,0,23828024
2,2,26388935
1,1,25717277
0,0,23091532
1,1,22089639
1,1,25511250
0,0,21649736
1,1,24172380
0,0,20109194
0,0,19653425
0,0,19495639
1,1,21094150
0,0,23213001
0,0,20267550
1,1,24766920
0,0,19595812
0,0,26146674
0,0,22792466
0,0,25241813
0,0,21244417
