1,1,41781314
0,0,20653662
0,0,27164578
1,1,32394312
1,1,37917376
1,1,38426940
3,3,41809978
2,1,39848438
1,1,35280515
1,1,33106524
2,2,42604945
2,2,40228496
1,1,29956303
1,1,36106049
2,2,49688442
0,0,30356725
1,1,32689957
0,0,36378061
1,1,23325586
1,1,25835526
3,3,42326540
2,2,33398425
1,1,18459976
1,1,29823898
0,0,23703624
0,0,18397760
2,2,39173777
1,1,31112166
2,2,29041698
0,0,19942621
0,0,34637993
1,1,32265904
1,1,32119561
2,2,34123159
4,4,38720424
0,0,30290446
1,1,32481546
2,2,34501893
2,2,33100436
0,0,32920497
0,0,30803401
2,2,36226936
0,0,39678561
0,0,25238886
1,1,34343357
0,0,21913620
0,0,35888440
1,1,39272372
1,1,33115543
3,3,39459499
