2,2,39367203
1,1,38609568
1,1,33913288
1,1,28725094
0,0,35450070
1,1,31743724
1,1,31709677
1,1,30203236
1,1,34392532
1,1,25035837
2,2,37217615
1,1,39851211
1,1,28191574
1,1,29429470
1,1,36063496
2,1,29449802
1,1,31378796
2,2,25514223
0,0,36561448
1,1,33844010
0,0,25650699
2,2,39483761
1,1,37567896
2,2,30865061
1,1,40088473
1,1,34036143
0,0,36143670
1,1,37181872
2,2,32696144
1,1,43032801
0,0,30402782
1,1,30121865
2,2,36814996
1,1,29101641
2,2,32734894
1,1,41725627
1,1,36625912
1,1,29504997
1,1,26767737
1,0,38196888
1,1,37193969
0,0,31488769
0,0,31494764
1,1,37249912
1,1,31368094
0,0,30458497
2,2,34038578
0,0,38540407
0,0,29305920
2,2,42122785
0,0,39904198
0,0,20653779
0,0,27164621
1,1,33627415
1,1,38287769
1,0,36578447
2,2,33945977
0,0,34064831
0,0,33004707
1,1,30249387
1,1,40092491
1,1,37673233
0,0,27457921
1,1,36040654
1,1,47194171
0,0,34992783
1,1,31180133
1,1,35071414
2,2,24065310
1,1,25965739
0,0,34168502
2,2,33403859
1,1,18468736
1,1,29776341
4,4,32711416
1,1,21611150
1,1,36965313
1,1,31106945
2,2,30264232
1,1,24383807
1,1,36377934
0,0,25481400
0,0,29478862
2,2,34270525
1,1,30533824
0,0,30290294
0,0,29923334
1,1,36579978
1,1,30266601
0,0,32922519
0,0,30835637
0,0,32436103
0,0,39682499
1,1,28141762
1,1,34346888
0,0,21961137
1,1,40892342
1,1,39148680
0,0,28453127
2,2,37867325
