38675413,0,0
49266262,2,2
60956995,5,4
59976671,4,4
57786176,5,4
52171995,3,2
44854139,2,2
46762227,3,2
45180483,4,3
45256390,2,2
61642114,6,5
50387446,4,2
42491895,2,2
50981346,2,2
44375120,3,3
46729967,4,4
50058556,3,2
51902515,3,2
52420073,4,4
43433418,2,1
58358373,3,3
39651811,1,1
58438576,2,2
65908519,6,3
45704164,1,1
54852894,4,4
53877390,3,2
41965816,2,2
46886777,3,3
48248663,4,4
51398649,4,3
30477366,2,2
53822434,5,3
50972213,2,2
50800024,4,4
44629998,3,3
38231269,2,2
50935105,5,4
44906368,2,2
57169360,6,5
58786394,3,3
48250069,5,4
45520557,3,3
43167306,1,1
51837605,3,3
47184710,3,2
41459513,3,3
45189597,3,3
50528587,2,2
51268607,4,3
56530487,4,4
43183329,3,3
55763460,4,2
50978088,4,4
56459371,3,3
49517793,4,4
60816168,3,3
52318998,6,5
48135491,4,3
48826569,2,2
56115374,5,3
47035570,2,2
45362791,2,2
51657743,4,3
47571176,3,3
48317619,3,3
47135772,5,5
51331182,2,2
52759386,1,1
56764295,3,3
39675930,2,2
48915453,2,2
49494936,5,5
71449948,4,3
45593092,5,4
53680890,5,4
46779654,2,2
51552059,3,3
50520968,4,4
46822614,2,1
54061848,3,2
43777737,4,3
47601526,4,4
