1,1,37462413
1,1,35157091
0,0,31232710
2,2,28945549
1,1,37810374
1,1,31716554
2,2,32732246
1,1,28060511
2,2,36613852
1,1,25017723
1,1,36039978
1,1,39569791
2,2,29038382
0,0,27189335
1,1,36117111
1,1,27425276
1,1,30415638
2,2,25583448
1,1,37144034
1,1,33871331
0,0,25650325
2,2,39137999
1,1,35440000
2,2,30773961
0,0,37196508
0,0,32581759
1,1,38204131
4,4,44686395
2,2,32504587
1,1,42999922
0,0,30195736
1,1,30166846
1,1,37143931
1,1,30766960
1,1,31766226
0,0,38159931
0,0,29660382
1,1,29378034
2,2,29358872
0,0,34172073
2,2,39171651
0,0,31487061
0,0,31487061
1,1,37101679
1,1,32102445
1,1,33211213
1,1,35568907
1,1,41025653
0,0,29302509
0,0,33659826
1,1,41736014
0,0,20734211
2,1,34149632
0,0,28955899
1,1,37894941
2,1,39248295
1,1,33351192
1,1,37259463
1,1,35600659
1,1,30018014
1,1,39821240
0,0,36187833
1,1,29606347
1,1,36040654
1,1,46923715
0,0,30356725
0,0,29868298
0,0,34984508
1,1,23315354
1,1,25965884
0,0,34252041
3,3,36163271
2,2,22187729
1,1,29770723
2,2,28847931
1,1,21457173
1,1,35589809
1,1,31113633
2,2,29033441
1,1,24723074
0,0,34637993
0,0,25443998
0,0,29477796
2,2,34247500
1,1,32327764
0,0,30290153
0,0,29923334
0,0,33656061
2,2,39939458
0,0,32954017
0,0,30803401
1,1,34171701
0,0,39681434
1,1,27651835
1,1,34336147
0,0,21913620
0,0,35870512
1,1,39285593
1,1,32941695
3,3,39379557
2,2,34272880
1,1,24540401
3,2,33304167
2,2,37479097
0,0,31480706
1,1,30775916
2,2,39302111
0,0,30348256
1,1,30789979
0,0,33112266
1,1,27537884
0,0,34209461
4,4,35971869
1,1,28539065
0,0,40343305
0,0,26214307
1,1,34450426
0,0,32025465
1,1,33686265
1,1,33857105
0,0,30716772
1,1,31833330
0,0,33242959
2,2,32824276
0,0,31617313
2,1,46525150
0,0,24184409
2,2,29128123
2,2,37132969
1,1,38941817
2,1,40813093
2,2,36369964
0,0,30646534
0,0,36380301
1,1,23612277
1,1,30530551
0,0,31880959
1,1,36917149
2,2,31325650
1,1,30176594
1,1,38471324
0,0,23072336
1,1,34656771
3,3,35225903
2,2,34006465
1,1,32542427
1,1,30173581
0,0,27444763
1,1,28262280
1,1,29110611
