1,1,34738991
1,1,35181528
0,0,31232710
1,1,28674570
0,0,35479200
2,2,33589135
3,3,34432828
1,1,28060511
0,0,32462591
2,1,29241600
2,2,37234050
1,1,39610874
1,1,28250692
1,1,29427874
0,0,26135475
2,1,32506370
1,1,30424465
2,2,25524596
2,2,40584074
1,1,33886380
0,0,25650325
1,1,37299862
0,0,34880403
1,1,29549868
0,0,37196508
0,0,32581759
0,0,36167162
0,0,34690783
2,2,32567000
3,3,46463273
0,0,30195736
0,0,27406474
2,2,36814340
2,2,33895359
0,0,30168776
0,0,38156534
0,0,29659828
0,0,27428388
1,1,26782089
1,1,38977474
1,1,36424173
0,0,31530419
0,0,31487061
0,0,35210804
1,1,32087951
0,0,33200949
1,1,34079740
1,1,41061169
0,0,29302509
2,2,36816179
2,2,43560414
0,0,20669237
0,0,27164578
1,1,32384116
0,0,36001040
2,1,39297135
2,2,33583487
2,2,37913447
1,1,35274047
0,0,28001786
0,0,38729837
1,1,37805700
1,1,29636860
0,0,32698886
1,1,47409813
0,0,30356421
0,0,29824349
1,1,36822477
2,2,24070983
0,0,25533531
1,1,38368136
2,2,33387380
0,0,18050650
2,2,33189953
1,1,25836135
2,2,24768711
1,1,35589809
1,1,31110201
1,1,28265701
0,0,19943074
0,0,34637993
0,0,25443998
0,0,29477796
2,2,34160129
0,0,29559711
0,0,30290294
0,0,29923334
2,1,38666776
1,1,34222753
0,0,32955759
0,0,30948727
2,2,40000337
0,0,39662137
0,0,25238886
1,1,34350750
1,1,25188360
0,0,35870512
1,1,39249446
0,0,31877350
1,1,35411042
1,1,28638014
0,0,22961488
3,2,33324358
1,1,35808410
0,0,34841036
2,2,31841126
1,1,35679021
0,0,30348256
2,2,34540651
0,0,33113008
1,1,28820916
0,0,34209461
1,1,26987091
1,1,30050717
0,0,40419935
1,1,28849997
1,1,36767821
1,1,34973298
0,0,32513448
1,1,35707467
1,1,33060582
1,1,31870003
1,1,33723209
1,1,29535243
0,0,31617313
2,2,36075708
0,0,24184409
1,1,28969941
1,1,32762197
1,1,38934994
1,1,27252505
1,1,34377424
0,0,30646534
1,1,38058658
4,3,32648995
0,0,28004223
0,0,31880959
1,1,36928991
1,1,27326358
1,1,28444468
2,1,41924225
0,0,23050204
0,0,32460339
1,1,28606506
1,1,31588129
1,1,34682291
2,1,37957944
0,0,27444720
1,1,26607572
1,1,31290537
